global_mass,global_volume,global_width,global_length,global_surface_area,global_divide,global_dead,cell_counts_AcrAB-TolC_RNA,cell_counts_AcrAB-TolC,cell_AcrAB-TolC_RNA,cell_AcrAB-TolC,cell_antibiotic,cell_porin,external_antibiotic,fluxes_import,time
1354.1672752365978,1.2310611593059982e-15,1.0,1.9007690833492439,5.186044025023142,0.0,0.0,741.0,27656.0,0.001,0.03730536268419389,0.5156863635321316,0.01,0.9999999999999697,0.0,39.0
1354.5584305642717,1.2314167550584291e-15,1.0,1.9012218419231786,5.187466408032865,0.0,0.0,741.0,28378.0,0.001,0.038268057321509695,0.5160797405615669,0.01,0.9999999999999689,0.0,40.0
1354.9496988783494,1.2317724535257724e-15,1.0,1.9016747312778017,5.188889201902238,0.0,0.0,741.0,29100.0,0.001,0.039229789264188186,0.5164726836304878,0.01,0.9999999999999681,0.0,41.0
1355.3410802114672,1.2321282547376977e-15,1.0,1.90212775145089,5.19031240674994,0.0,0.0,742.0,29821.0,0.001,0.040190559474924,0.516865193308689,0.01,0.9999999999999674,0.0,42.0
1355.732574596271,1.2324841587238829e-15,1.0,1.9025809024802296,5.19173602269468,0.0,0.0,742.0,30542.0,0.001,0.04115036891544907,0.5172572701651098,0.01,0.9999999999999666,0.0,43.0
1356.124182065416,1.232840165514015e-15,1.0,1.90303418440362,5.193160049855209,0.0,0.0,742.0,31263.0,0.001,0.04210921854653362,0.5176489147678364,0.01,0.9999999999999658,0.0,44.0
1356.5159026515673,1.2331962751377888e-15,1.0,1.9034875972588696,5.194584488350303,0.0,0.0,742.0,31983.0,0.001,0.04306710932798709,0.5180401276841027,0.01,0.999999999999965,0.0,45.0
1356.9077363873987,1.2335524876249083e-15,1.0,1.9039411410837985,5.196009338298781,0.0,0.0,742.0,32703.0,0.001,0.044024042218659104,0.518430909480292,0.01,0.9999999999999643,0.0,46.0
1357.299683305594,1.233908803005086e-15,1.0,1.904394815916238,5.197434599819491,0.0,0.0,743.0,33423.0,0.001,0.04498001817644044,0.5188212607219385,0.01,0.9999999999999635,0.0,47.0
1357.6917434388463,1.2342652213080423e-15,1.0,1.9048486217940297,5.198860273031318,0.0,0.0,743.0,34143.0,0.001,0.045935038158264004,0.5192111819737283,0.01,0.9999999999999627,0.0,48.0
1358.0839168198581,1.2346217425635077e-15,1.0,1.9053025587550267,5.200286358053178,0.0,0.0,743.0,34862.0,0.001,0.04688910312010574,0.5196006737995014,0.01,0.9999999999999619,0.0,49.0
1358.4762034813414,1.2349783668012198e-15,1.0,1.905756626837093,5.201712855004027,0.0,0.0,743.0,35581.0,0.001,0.047842214016985636,0.5199897367622525,0.01,0.9999999999999611,0.0,50.0
